36.250011,0
36.250011,4
36.250011,4
36.250011,4
36.250011,8
36.250011,12
36.250011,20
36.250011,12
36.250011,12
36.250011,12
36.250011,16
36.208344,20
36.166676,12
36.125011,16
36.083344,20
36.041676,20
36.000011,28
35.958344,16
35.916676,16
35.875011,20
35.833344,24
35.791676,20
35.750011,20
35.708344,16
35.666676,16
35.625011,16
35.583344,20
35.541676,20
35.500011,8
35.458344,8
35.416676,16
35.375011,20
35.333344,8
35.291676,12
35.250011,12
35.208344,12
35.166676,16
35.125011,20
35.083344,20
35.041676,20
35.000011,20
34.958344,28
34.916676,20
34.875011,20
34.833344,24
34.791676,20
34.750011,16
34.708344,12
34.666676,12
34.625011,12
34.583344,20
34.541676,28
34.500011,20
34.458344,20
34.416676,12
34.375011,16
34.333344,12
34.291676,16
34.250011,12
34.208344,16
34.166676,32
34.125011,32
34.083344,28
34.041676,28
34.000011,28
33.958344,24
33.916676,36
33.875011,56
33.833344,44
33.791676,16
33.750011,16
33.708344,28
33.666676,40
33.625011,48
33.583344,36
33.541676,36
33.500011,32
33.458344,36
33.416676,40
33.375011,40
33.333344,44
33.291676,40
33.250011,28
33.208344,28
33.166676,32
33.125011,32
33.083344,36
33.041676,40
33.000011,40
32.958344,36
32.916676,48
32.875011,36
32.833344,36
32.791676,36
32.750011,36
32.708344,40
32.666676,48
32.625011,52
32.583344,56
32.541676,60
32.500011,80
32.458344,104
32.416676,92
32.375011,96
32.333344,72
32.291676,84
32.250011,124
32.208344,144
32.166676,136
32.125011,148
32.083344,136
32.041676,136
32.000011,132
31.958344,132
31.916676,176
31.875010,144
31.833344,148
31.791676,212
31.750010,204
31.708344,128
31.666676,84
31.625010,84
31.583344,92
31.541676,100
31.500010,100
31.458344,92
31.416676,92
31.375010,84
31.333344,100
31.291676,72
31.250010,92
31.208344,48
31.166676,20
31.125010,20
31.083344,20
31.041676,28
31.000010,28
30.958344,28
30.916676,48
30.875010,48
30.833344,44
30.791676,40
30.750010,28
30.708344,24
30.666676,24
30.625010,24
30.583344,20
30.541676,28
30.500010,36
30.458344,28
30.416676,28
30.375010,36
30.333344,40
30.291676,56
30.250010,48
30.208344,44
30.166676,40
30.125010,32
30.083344,40
30.041676,36
30.000010,40
29.958344,40
29.916676,44
29.875010,40
29.833344,44
29.791676,48
29.750010,44
29.708344,40
29.666676,40
29.625010,40
29.583344,36
29.541676,32
29.500010,40
29.458344,44
29.416676,40
29.375010,40
29.333344,40
29.291676,28
29.250010,36
29.208344,32
29.166676,36
29.125010,36
29.083344,32
29.041676,32
29.000010,32
28.958344,32
28.916676,36
28.875010,36
28.833344,36
28.791676,40
28.750010,44
28.708344,44
28.666676,44
28.625010,52
28.583344,48
28.541676,52
28.500010,56
28.458344,68
28.416676,64
28.375010,88
28.333344,96
28.291676,92
28.250010,88
28.208344,88
28.166676,84
28.125010,64
28.083344,56
28.041676,60
28.000010,52
27.958344,52
27.916676,44
27.875010,40
27.833344,36
27.791676,32
27.750010,36
27.708344,36
27.666676,32
27.625010,24
27.583344,24
27.541676,24
27.500010,32
27.458344,32
27.416676,40
27.375010,36
27.333344,36
27.291676,32
27.250010,24
27.208344,28
27.166676,24
27.125010,28
27.083344,28
27.041676,88
27.000010,96
26.958344,156
26.916676,172
26.875010,116
26.833344,100
26.791676,100
26.750010,100
26.708344,104
26.666676,108
26.625010,124
26.583344,120
26.541676,124
26.500010,124
26.458344,128
26.416676,132
26.375010,132
26.333344,104
26.291676,108
26.250010,116
26.208344,116
26.166676,140
26.125010,124
26.083344,120
26.041676,140
26.000010,108
25.958344,112
25.916676,132
25.875010,180
25.833344,156
25.791676,140
25.750010,136
25.708344,160
25.666676,140
25.625010,144
25.583344,92
25.541676,88
25.500010,108
25.458344,88
25.416676,92
25.375010,96
25.333344,92
25.291676,104
25.250010,80
25.208342,84
25.166676,128
25.125010,128
25.083342,216
25.041676,220
25.000010,268
24.958342,212
24.916676,192
24.875010,164
24.833342,164
24.791676,172
24.750010,168
24.708342,168
24.666676,164
24.625010,168
24.583342,164
24.541676,164
24.500010,176
24.458342,176
24.416676,176
24.375010,184
24.333342,184
24.291676,184
24.250010,180
24.208342,192
24.166676,192
24.125010,192
24.083342,196
24.041676,212
24.000010,212
23.958342,212
23.916676,208
23.875010,212
23.833342,216
23.791676,212
23.750010,212
23.708342,212
23.666676,164
23.625010,168
23.583342,168
23.541676,172
23.500010,176
23.458342,180
23.416676,176
23.375010,180
23.333342,176
23.291676,180
23.250010,220
23.208342,256
