36.250011,1.400
36.250011,1.433
36.250011,1.444
36.250011,1.429
36.250011,1.471
36.250011,1.454
36.250011,2.386
36.250011,2.021
36.250011,2.531
36.250011,2.306
36.250011,2.236
36.208344,2.751
36.166676,2.169
36.125011,2.286
36.083344,2.857
36.041676,2.749
36.000011,2.761
35.958344,2.450
35.916676,2.449
35.875011,2.916
35.833344,2.897
35.791676,2.507
35.750011,2.814
35.708344,2.476
35.666676,2.483
35.625011,2.624
35.583344,2.806
35.541676,2.470
35.500011,1.740
35.458344,1.965
35.416676,2.068
35.375011,3.038
35.333344,2.703
35.291676,2.421
35.250011,2.334
35.208344,2.202
35.166676,2.454
35.125011,2.799
35.083344,2.505
35.041676,2.361
35.000011,2.091
34.958344,2.634
34.916676,2.150
34.875011,2.573
34.833344,2.485
34.791676,2.081
34.750011,1.937
34.708344,2.048
34.666676,2.096
34.625011,2.065
34.583344,1.991
34.541676,2.137
34.500011,1.899
34.458344,2.017
34.416676,2.567
34.375011,2.896
34.333344,2.616
34.291676,1.890
34.250011,1.517
34.208344,1.893
34.166676,2.049
34.125011,2.758
34.083344,3.170
34.041676,3.082
34.000011,2.330
33.958344,1.903
33.916676,3.385
33.875011,2.594
33.833344,2.541
33.791676,2.818
33.750011,3.484
33.708344,2.369
33.666676,2.599
33.625011,2.619
33.583344,2.885
33.541676,2.884
33.500011,2.939
33.458344,2.919
33.416676,2.928
33.375011,3.067
33.333344,3.065
33.291676,2.783
33.250011,2.660
33.208344,2.723
33.166676,2.726
33.125011,2.773
33.083344,2.955
33.041676,4.440
33.000011,2.742
32.958344,3.094
32.916676,2.966
32.875011,3.073
32.833344,2.982
32.791676,2.711
32.750011,2.757
32.708344,3.558
32.666676,2.489
32.625011,2.435
32.583344,2.375
32.541676,2.388
32.500011,2.286
32.458344,4.300
32.416676,2.672
32.375011,2.615
32.333344,2.757
32.291676,2.533
32.250011,2.567
32.208344,2.557
32.166676,2.528
32.125011,2.489
32.083344,4.223
32.041676,3.787
32.000011,2.529
31.958344,2.616
31.916676,2.659
31.875010,2.533
31.833344,2.536
31.791676,2.711
31.750010,2.723
31.708344,2.826
31.666676,3.832
31.625010,3.824
31.583344,2.766
31.541676,2.793
31.500010,2.778
31.458344,3.212
31.416676,2.819
31.375010,2.830
31.333344,2.740
31.291676,2.774
31.250010,2.659
31.208344,2.453
31.166676,2.423
31.125010,2.482
31.083344,2.431
31.041676,2.506
31.000010,2.497
30.958344,2.500
30.916676,2.593
30.875010,2.638
30.833344,2.456
30.791676,2.311
30.750010,2.133
30.708344,2.413
30.666676,2.570
30.625010,2.451
30.583344,2.475
30.541676,2.540
30.500010,2.695
30.458344,2.558
30.416676,2.758
30.375010,2.768
30.333344,2.903
30.291676,2.949
30.250010,2.991
30.208344,3.164
30.166676,3.046
30.125010,3.064
30.083344,2.937
30.041676,2.919
30.000010,2.910
29.958344,2.952
29.916676,3.027
29.875010,3.056
29.833344,3.007
29.791676,2.961
29.750010,3.030
29.708344,3.042
29.666676,3.047
29.625010,3.065
29.583344,3.044
29.541676,2.997
29.500010,3.256
29.458344,2.877
29.416676,2.924
29.375010,2.816
29.333344,3.034
29.291676,2.939
29.250010,2.898
29.208344,2.944
29.166676,3.034
29.125010,2.915
29.083344,2.733
29.041676,2.902
29.000010,3.141
28.958344,4.095
28.916676,3.058
28.875010,3.110
28.833344,3.174
28.791676,3.812
28.750010,3.564
28.708344,3.413
28.666676,3.530
28.625010,3.533
28.583344,3.575
28.541676,3.451
28.500010,3.456
28.458344,3.377
28.416676,3.455
28.375010,3.520
28.333344,3.652
28.291676,3.581
28.250010,3.506
28.208344,3.671
28.166676,3.665
28.125010,3.565
28.083344,3.620
28.041676,3.657
28.000010,3.583
27.958344,3.609
27.916676,3.660
27.875010,3.929
27.833344,3.730
27.791676,3.445
27.750010,3.611
27.708344,3.869
27.666676,3.692
27.625010,3.661
27.583344,3.751
27.541676,3.803
27.500010,3.528
27.458344,3.783
27.416676,4.089
27.375010,3.907
27.333344,4.443
27.291676,4.041
27.250010,3.987
27.208344,3.977
27.166676,4.035
27.125010,4.037
27.083344,3.968
27.041676,3.922
27.000010,3.857
26.958344,3.987
26.916676,4.212
26.875010,4.109
26.833344,4.569
26.791676,4.006
26.750010,3.776
26.708344,3.928
26.666676,4.103
26.625010,5.063
26.583344,3.850
26.541676,3.747
26.500010,3.816
26.458344,3.793
26.416676,3.844
26.375010,3.934
26.333344,3.964
26.291676,4.080
26.250010,4.105
26.208344,4.032
26.166676,4.211
26.125010,4.247
26.083344,4.256
26.041676,4.312
26.000010,4.322
25.958344,4.314
25.916676,4.583
25.875010,4.640
25.833344,4.545
25.791676,4.779
25.750010,4.637
25.708344,4.671
